episode,rewards,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
300,249.2787283101434,3.2235890573388994,3.498444832924945,0.0,4.033837713877091,0.4356116382576243,0.0,5.785181682638878,1.9302822672250697,-13.075598704705994,12.562353952638798,16.37593847478044,0.0,779.5260547280054,898.7090928486217,827.5373553344018,883.4477359207156
